solutions,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,fac_scores
I would just explain to Mike he could loose his girlfriend because he is being selfish in keeping the car that is not benefiting him with school or even during the winter and to give the car up and once he graduates he will even be able to buy himself anoher dream car.,3.1783469,3.1594877,3.1307867,3.0818195,2.8549285,2.3888237,1.9731103,1.5420313,1.2734236,1.0614471,0.9493645,0.334142639
Mike could invest in an SUV from his girlfriends uncle or find a car suitable for his situation.,3.3494802,3.295466,3.213263,3.073014,2.6687548,1.912514,1.2696071,0.8692264,0.654284,0.50250596,0.42962557,-0.757050871
"The best solution for this problem is for Mike to move to a different apartment or closer to campus.  Since the biggest problem is him not being able to get to class on snowy days and not being able to get up the hill, a different living situation would b best.  This way if he and his girlfriend don't work out, he's not stuck at his apartment when it snows.  He could also walk to classes instead of driving.",3.0563474,3.140667,3.2689903,3.4879265,3.7558002,4.0,3.9950507,3.3015916,2.795561,2.37681,2.133273,1.273884762
I could just start riding my bicycle or walking to school when the weather gets bad. I could also just park my car at the bottom of the hill and walk to my house.,1.3548067,1.4018291,1.4733915,1.5954865,1.8029318,2.4386911,3.4606438,3.652874,3.599551,3.393696,3.2729607,0.970981989
Mike should try the uncle first and see if he can use his current car as a trade in to help lower the cost.,3.2897186,3.2301028,3.1393766,2.9845836,2.557971,1.7878245,1.1673156,0.8112547,0.62315327,0.48785338,0.42497182,-0.015974596
"Mike should take the bus, ride a bike, use a skateboard, walk, or use a different form of transportation the majority of the time that way he doesn't have to be a burden to his girlfriend and he doesn't have to give up his dream car, and he doesn't have t pay as much using these other (more affordable) methods.",2.8976605,2.8415556,2.7561712,2.610494,2.2270293,1.6251179,1.2797714,1.0905213,0.97586846,0.8642326,0.81360763,1.409155491
"Next time Mike, do a more thorough search of housing. Sell your dream car, as a dream car you already own and constantly drive this early in life is not a keeper. Go with assured quality and get an SUV from your girlfriends uncle.",3.4250176,3.3961246,3.352154,3.2771344,2.986201,2.3638186,1.7500612,1.2381182,0.9432496,0.7327971,0.6233717,0.620864754
"Explain to the girlfriend that I simply cannot afford to buy the more expensive vehicle and tell her that I can either buy the cheaper option, or she has to continue to drive me back and forth.",2.589454,2.5303645,2.4404385,2.2870119,1.9103845,1.4037039,1.2563765,1.2159436,1.1736754,1.0926914,1.0593128,-0.605599485
Sell car and buy the cheap one,1.9188238,1.8532453,1.7534419,1.5831643,1.2214307,0.9219915,1.2055453,1.4889144,1.6041414,1.5898436,1.5939869,-1.107168106
I will get a friend that is knows enough about cars that will help me decide which SUV to buy.,2.1404445,2.0658834,1.9524108,1.7588116,1.3396925,0.90005445,1.0057771,1.2163975,1.3079462,1.2949504,1.3014375,0.923767527
Mike should explain to his girlfriend and her uncle that he is going with the other car dealership for the SUV because it is cheeper and he just does not have the funds to buy the car for the price her uncle wants.,3.0822494,2.9659598,2.7889814,2.487033,1.807272,0.7489084,0.08758729,0.0,0.0,0.0,0.021162447,0.182691252
Mike should get a new car from his girlfriend's uncle and pay for her gas until the new car arrives.,2.6602566,2.5674422,2.4261906,2.1851952,1.6447488,0.8944105,0.5919954,0.62331516,0.6521535,0.6363078,0.6445637,-1.107168106
Start using public transformation and walking to commute to school.,0.9263889,0.922892,0.9175704,0.9084907,0.9067992,1.3760684,2.5255802,3.067435,3.232959,3.1669788,3.13166,1.273884762
"He should go talk to each different car dealership to see if the other place is actually a cheaper price on the car. He could also try to reduce the price that his girlfriends' uncle is offering him. Then, if he really has the money for the car and is wiling to get rid of his old car he should base his decision on the best all over deal, and buy that one, after talking it over with his girlfriend and explaining his thoughts.",2.1176164,2.0360072,1.9118083,1.6999096,1.2491076,0.7725226,0.871168,1.1138294,1.2281452,1.2317401,1.2485505,0.182691252
If Mike and his girlfriend are serious I would buy it from her uncle because it sounds like it would be a joint venture.  It it was just Mike buyin the car I would take the better deal from the local dealer.,2.9886582,2.93165,2.8448913,2.6968687,2.3029718,1.6614423,1.2519495,1.0242532,0.8927785,0.7758355,0.7224832,0.334142639
Mike needs to make sure he can get the highest resale value for his car and go with a dealership that is both reliable and resonably priced.,2.585365,2.5236802,2.4298043,2.2696395,1.8810523,1.3591648,1.2063229,1.1757329,1.1409419,1.0657247,1.0359616,-0.605599485
"Mike and his girlfriend should buy an SUV from his girlfriend's uncle because while it is more expensive, the quality is being assured which will allow him to get to school.",3.3239167,3.268796,3.184909,3.0417871,2.6340466,1.8801689,1.2509495,0.865557,0.6588092,0.5113738,0.4410622,-0.318877369
"I would go to the cheaper dealership and see if they have a SUV that I am interested in buying. If so, I would take it to my own mechanic and have them look it over and see if there are any concerns that I should be made aware of. Then I would go to my gilfriend's uncle's dealership and do the same thing. I would talk down the price on both SUV's to see how low I can get while still getting a quality vehicle. Lowest price wins my business.",1.6795808,1.6085511,1.5004537,1.3160241,0.94481957,0.699105,1.1263865,1.534924,1.71433,1.7303987,1.7520816,0.772316141
"Mike can try to find someone else to drive him to school. If that doesn't work, he can keep his dream car and possibly ride the bus or take a cab to school. He could also look into renting an apartment without such a steep hill.",3.4526849,3.4829903,3.529111,3.6077993,3.5941088,3.342985,2.8991404,2.1924143,1.7407991,1.4039835,1.2149246,0.923767527
Mike should spend the extra money to make sure he is getting a quality car so he is able to drive everywhere and not depend solely on his girlfriend.,3.0461898,2.9578567,2.8234239,2.594066,2.0485666,1.1837773,0.6357765,0.47845638,0.41475654,0.3589691,0.34464303,-0.167425983
"Mike could ask his girlfriend's uncle to store the sports car and lease him the SUV during the winter. This might be beneficial to both parties, as having a nice sports car on a car lot draws in customers, and Mike would have the use if the SUV throughoutthe winter. He then could return the SUV in the spring and have his dream car back. His girlfriend would be happy he used her uncle, Mike would be able to get to school, and the uncle would have a shoe piece to sit on his lot to draw in customers.",3.4534867,3.4828897,3.5276356,3.6039803,3.5859766,3.3287373,2.8814766,2.1771667,1.7276849,1.3926997,1.2048026,2.213626885
Mike needs to decide if it is better to keep the car of his dreams or to be practical in his decisions and get something more reliable.,2.999244,2.9443502,2.8608098,2.7182777,2.3336346,1.7018048,1.2919183,1.0529166,0.9138254,0.79160786,0.73499703,-0.757050871
MIke should buy the car that is most affordable to him.,2.3252678,2.269311,2.1841526,2.0388598,1.6949247,1.3065516,1.3470844,1.4166943,1.4219642,1.3553165,1.3291805,-1.107168106
I would visit both dealerships and say I am looking for a decently priced SUV because I am a college student and after conversing with both decide which is going to offer the better deal. I would also be honest with the girlfriend and say if the other deaer can provide a better deal that is in line with my budget and price range than I am going to go with the one that is makes more sense economically.,1.927136,1.8439431,1.7173339,1.501322,1.055974,0.6399247,0.8617812,1.1956135,1.3540014,1.3759929,1.403117,-0.605599485
"I would tell Mike to cut down on his expenses and go for the SUV his girlfriend's uncle is assuring is a good quality, rather than cheaper because sometimes it ends up costing more than we intended it to.",3.291003,3.2123826,3.092731,2.888591,2.3722806,1.4791658,0.7972596,0.4991281,0.3592132,0.26367727,0.22592387,-0.302696712
"To reach the desired price of the SUV offered by the uncle, Mike can simply show the price of the other vehicle to the man while explaining the situation.",3.0066783,2.9425378,2.8449247,2.6783826,2.2496326,1.5554436,1.1110992,0.8971984,0.78012127,0.6767127,0.6320341,-0.167425983
Let his girlfriend down nice and easy. Anyone would go with the cheaper car. She will get over it. All he has to say and do is show her how the cheaper car will better his future because of budgeting.,2.0980294,2.0058103,1.865465,1.6260176,1.1265184,0.588827,0.6668694,0.95106786,1.0965515,1.1239519,1.1556653,0.334142639
"Mike could find a different part-time job that pays better and is willing to work around his educational responsibilities.  This way, he can still meet these responsibilities and purchase the SUV from the uncle.  By purchasing the SUV from the uncle, he wll most likely stand less chance of being taken advantage of.  He will have something dependable and probably with a maintainence plan.  Plus, he will relieve some of the stress he has caused his girlfriend, while pleasing her and saving face with her famly.  (Much better than going down the road and driving home with who knows what.)",3.2703376,3.246758,3.210872,3.1496477,2.8942587,2.363565,1.8708754,1.4126546,1.1367487,0.9273941,0.81759953,1.273884762
Mike buys the SUV from his girlfriend's uncle and the uncle agrees to hire Mike to work hours that do not jeopardize his education.,2.8358874,2.8232536,2.8040257,2.7712214,2.5969133,2.2981155,2.1328158,1.8377204,1.6252167,1.4272846,1.3217231,1.863509651
"Assuming that he has the money to actually buy another car without getting another job, Mike should go to his girlfriend's uncle and negotiate the price of the SUV using the other dealership as a price comparison point.  He should also get over his preconeived notions about the ways in which cars are sold.",3.4519718,3.3835382,3.279392,3.1017036,2.6225073,1.7352699,0.97742856,0.575007,0.37528586,0.24564157,0.18744697,0.182691252
Mike should park his car that he already owns at the bottom or top of the hill he lives on and then walk to his house from there.,2.4457698,2.4442108,2.4418375,2.4377894,2.3421643,2.2596326,2.3922815,2.2398288,2.081081,1.8907915,1.7873797,0.485594025
He should explain to his girlfriend that he cannot afford to buy a car from her uncle at this point in time.,2.2087722,2.1294682,2.0087774,1.8028619,1.356744,0.86115927,0.9057692,1.1000364,1.189318,1.1808636,1.1906887,-0.605599485
"Mike can be honest and explain to his girlfriend that her uncle's cars are out of his price range. Although he appreicates his effort in finding him reliable vehicles, he needs to make his decision based off his financial situation. He can simply bring alng a friend or family member to help him analyze each individual car.",3.2363157,3.1628983,3.051165,2.8605344,2.3724644,1.5331951,0.90468127,0.6153083,0.4736205,0.3714999,0.32921046,0.334142639
Do not buy the car and start taking public transportation.,2.1318285,2.1176827,2.0961547,2.0594237,1.9257476,1.87869,2.1826344,2.21116,2.150485,2.0114436,1.9382491,-0.015974596
Buy a lease car from uncle.,2.520879,2.442231,2.3225381,2.1183267,1.6541307,1.0468602,0.8834099,0.93426013,0.9562724,0.92174256,0.9172377,1.425336149
"Mike could just take a bus to school, or try and find a carpool.",2.6680796,2.6606088,2.6492405,2.6298428,2.4912632,2.2880695,2.2522047,2.0172346,1.8268352,1.6313523,1.5261859,-0.167425983
mike can move to a suitiable location that will not interfer with his dream car.,2.951549,2.9377742,2.91681,2.8810432,2.6935093,2.344402,2.0975907,1.7536069,1.5197043,1.3150116,1.205974,0.135476791
Take the bus and/or walk to school if the campus is close enough to his apartment.,1.3295314,1.3480242,1.3761681,1.4241848,1.4988275,1.9600968,2.908199,3.1997166,3.2244446,3.0804348,2.9985921,-0.167425983
"Buy a car from my girlfriends uncle. Even though he may cost more it assures a quality car, and that I won't get ripped off.",2.188015,2.089699,1.9400753,1.6847974,1.1504476,0.5400432,0.5380771,0.800279,0.9423938,0.97546184,1.0113728,-0.757050871
He should investigate and compare warranties between the two automotive sellers and choose the one he thinks is best.,1.3093828,1.226273,1.0997901,0.8839943,0.48094347,0.29485875,0.9329274,1.5463711,1.8343823,1.9050895,1.9587446,0.485594025
"Cut down on my expenses,buy another car for lesser price.",2.0484457,1.946335,1.790936,1.5258036,0.9830284,0.3999983,0.47992316,0.81703776,0.99816227,1.0502356,1.0971947,-0.454148098
Mike tells his girlfriend's uncle that he will buy a car from him if he can match the price of the local car dealer.,2.3733335,2.278215,2.1334546,1.8864763,1.3546263,0.6959951,0.5794316,0.7478355,0.84285235,0.85454875,0.8782325,-0.015974596
Buy the SUV from the local car dealer because it is cheaper and will get you to school. You can get a nicer car with better quality when you're older and have enough income to afford it.,2.5610504,2.5203168,2.4583263,2.3525603,2.064408,1.6865815,1.6168399,1.5327644,1.4496661,1.3324263,1.2759507,-0.605599485
"First, Mike needs to explain to his girlfriend that money is a factor right now, being a college student.  He needs to include his girlfriend in on how much he has to budget for a new vehicle and if he spends more to buy a vehicle from her Uncle, it may nt leave much for him to have to take her places.  He needs to explain that he doesn't want to be married to a vehicle, just to buy it from her Uncle, when he has found the vehicle cheaper at another dealership.  If his girlfriend cannot appreciate what Mie has to say and respect his decision to save money, Mike needs to shop for a new girlfriend to go along with that new vehicle.",3.1120532,3.0464168,2.9465263,2.7761002,2.3331513,1.5901843,1.0701231,0.8130894,0.6776787,0.5690691,0.52182776,1.712058264
Mike most tell his girlfriend about his problem,0.72604924,0.6493278,0.5325674,0.33335817,0.0,0.07173522,1.1229231,1.9809737,2.3752975,2.4787693,2.5491168,-1.107168106
Park his car at the bottom of the hill when it snows and walk to his apartment.,2.1484015,2.2020426,2.2836783,2.4229598,2.6077778,2.9914591,3.5001473,3.3124685,3.0754795,2.792935,2.6292045,0.135476791
Save up money to try to buy an SUV next year and in the meantime take the bus to school.,2.3478336,2.3066587,2.2439957,2.137084,1.8613127,1.5598279,1.6322441,1.6461242,1.6089641,1.5095246,1.4628291,0.334142639
Mike should do what he think is best for him in the situation and not worry about others opinions.,1.2220814,1.1520436,1.0454551,0.8636005,0.5281082,0.45869717,1.1971817,1.8099325,2.0829623,2.1331587,2.1732578,-1.107168106
"Mike needs to reprioritize the car.  If he is able to get a good trade amount, he should look at trading it in and getting a safe, reliable, winter ready vehicle and look at it as an investment of his future.  He can repurchase a newer, fancier sports caronce he has finished his college years.",3.519938,3.5325415,3.5517232,3.5844488,3.4827342,3.0925448,2.5470397,1.864341,1.4437225,1.1387155,0.9702116,0.334142639
Mike should take more time to look at other SUVs and buy from the best price then buy his girlfriend flowers.,2.7132444,2.5923636,2.4083986,2.0945299,1.4181552,0.46724963,0.0397649,0.1334864,0.22274557,0.261579,0.30473843,0.772316141
Go with the best deal with the best quality of car.,1.9157969,1.8307382,1.7012887,1.4804308,1.0270537,0.60318816,0.8267358,1.1714497,1.3369793,1.3637828,1.3938684,-1.107168106
"I am going to ask my girlfriend and other friends if I can pay them to give me rides - just for THIS winter -  on days that are too snowy to drive my car; when my lease expires, I will find a place closer to campus.",2.475666,2.5017788,2.5415194,2.609322,2.6421423,2.726859,2.927512,2.676322,2.440737,2.1900363,2.0486684,1.863509651
Mike should be honest with his girlfriend and tell her he can't afford it.  Ask her uncle to come look at the cheaper SUV that way the uncle still feels valued,3.2589555,3.1717725,3.039091,2.812718,2.25821,1.3218136,0.6342162,0.3769635,0.26561433,0.19057482,0.16554886,-0.757050871
Go with the cheaper deal because money is a crunch and in the long run I don't know if I will be married to this girl or not.,1.0795302,0.99447215,0.86502486,0.64417064,0.24752839,0.13425508,0.9208841,1.6444578,1.9857442,2.0787277,2.144877,-0.318877369
Mike should sell his current car and compare prices with his girlfriend's uncle and his competition.,2.6855452,2.562461,2.375143,2.055553,1.3706689,0.41584882,0.0,0.1130515,0.21375039,0.25939754,0.30667132,-0.605599485
find a new way or get a new car,2.0521576,1.980983,1.8726634,1.6878579,1.2906935,0.90567005,1.0816231,1.3218155,1.4232862,1.4101745,1.4159819,-1.545341608
Sell his current car and purchase a used car for a reasonable price from his girlfriends uncle that can get around in the winter.,2.9966152,2.918654,2.8000064,2.597577,2.1043434,1.3248123,0.84322494,0.6764328,0.5967093,0.5230887,0.4971578,-0.605599485
Mike should sell his car to buy a more practical vehicle from his girlfriend's uncle since the quality of the SUVs are assured.,3.471218,3.386443,3.2574248,3.0373054,2.4797492,1.4800385,0.65718687,0.29635796,0.13425854,0.03737095,0.0,-0.605599485
Mike should keep his dream car but park it at the bottom of the hill if he knows it is going to snow.,3.1822195,3.2035482,3.2360077,3.2913868,3.253717,3.0451863,2.754862,2.198303,1.8264201,1.5298393,1.3643395,-0.015974596
"Mike should buy a car from his girlfreind's uncle, so he knows he is getting good quality, regardless of price.",2.6966486,2.5797894,2.4019434,2.098515,1.442227,0.5234008,0.11989875,0.20875831,0.29125324,0.32296535,0.36151233,-1.545341608
"I would buy the SUV from the uncle so the quality is better and my money will be better spent and it will last me longer, also he might give me a family discount.",2.663465,2.5996509,2.5025346,2.3368402,1.932912,1.3682942,1.1560832,1.0966663,1.0508909,0.97396016,0.94365036,-0.167425983
"Clearly Mike's current car is not suitable for the climate he lives in so he should sell it. Mike could suggest to his girlfriend's uncle that other car dealers are willing to offer him lower prices for similar cars that he is trying to sell to him. If hecan persuade his girlfriend's uncle to lower the price, then he can buy the car from him. If he cannot, then he can take his business to another car dealership that we give him a better deal.",3.6705606,3.6439397,3.6034272,3.534305,3.2374272,2.538495,1.7666422,1.1364639,0.7841968,0.54954684,0.4265213,0.182691252
"Mike could start saving up money, perhaps with the help of his girlfriend, to pay for a second vehicle; one that can make the drive up the hill on a snowy day.",3.093479,3.0579188,3.0037987,2.9114654,2.6115825,2.0693533,1.6575892,1.3163778,1.1081898,0.9379631,0.8516716,0.334142639
"Mike should do more research about both dealerships. If the cheaper one can be proved to be a good quality, then go there. His girlfriend should be supportive of his decisions if he can back them up with evidence.",2.2662568,2.1602263,1.9988621,1.7235523,1.147522,0.45833635,0.37911993,0.62962383,0.7749643,0.8180219,0.86078084,-0.605599485
"Mike needs to talk to his girlfriend and let her know that he would prefer the more budget friendly vehicle, but that he is willing to purchase from her uncle if that is what she really wants. Tell her if she chooses purchasing from her uncle, then his buget will decrease and they will have to spend less money including going out to eat and having date nights. He will have to budget in the new vehicle.",2.908111,2.8121898,2.6662087,2.4171467,1.8452384,0.9828227,0.50362533,0.43222275,0.41689044,0.38794655,0.3896304,0.334142639
"I think if Mike really doens't want to get a new car, he shouldn't and should just take public transportation during the winter.",3.3793092,3.3956645,3.4205563,3.4630249,3.3885393,3.0747623,2.6358957,2.0053563,1.6047286,1.3029796,1.1355692,-0.015974596
Mike should haggle with his girlfriend's uncle.,1.3410898,1.2387745,1.0830629,0.81739885,0.32164222,0.0,0.5555507,1.2137568,1.5440707,1.6525544,1.7302909,0.485594025
"If I were Mike i would eplain to my girlfriend that I dont have money to spend on a car. It would be easier and more affordable to gett the cheaper car If her uncle could find a good car at a reasonable price then that would be fine, bu the fact of the mater is im low on funds and whether her uncle is good with cars or not, i am still low on cash so a cheaper car is the only way to go.",2.849515,2.795322,2.7128477,2.5721347,2.2009506,1.6292441,1.322406,1.1490797,1.0396715,0.9278352,0.8767528,0.182691252
"Mike should just simply sell his vehicle and use the money to buy a cheaper, but more efficient car from his girlfriends uncle who may be able to negotiate some of the prices down since he's his nieces boyfriend",3.1256542,3.031395,2.887945,2.6432004,2.0643716,1.1318794,0.511501,0.33642244,0.2711301,0.2214829,0.2115812,-0.454148098
"I would be honest with my girlfriend and her uncle that I was considering buying the SUV that is the highest quailty and cheapest. Otherwise, I would just walk down the hill to my car each morning and drive the streets that are cleared of snow.",2.332922,2.288149,2.220011,2.1037576,1.812035,1.4928997,1.5638987,1.5956097,1.570757,1.4800438,1.4387586,0.772316141
"One way Mike could keep his car is to try and park the car at the bottom of the hill. This way he would not have to worry about buying a new car for during the winter months, and plus his girlfriend would no longer have to drive him places.",3.3737102,3.375362,3.3778756,3.3821642,3.238731,2.8322618,2.3503325,1.7676004,1.405639,1.1351774,0.9874915,0.334142639
"He should invest in buying an SUV from his girlfriend's uncle, even if that entails taking out a loan. By doing this his girlfriend will be pleased, he will be able to drive to school safely, and in time he can pay off the car loan.",2.2128956,2.1472135,2.0472546,1.87671,1.4945428,1.0852237,1.1704446,1.3209045,1.3745874,1.337233,1.3288296,0.334142639
Mike should talk to both car salesmen and see what they can offer him as far as insurance and payments go and what happens if the car breaks down soon.,2.6077106,2.553963,2.4721649,2.332608,1.9799246,1.50089,1.3582791,1.2931331,1.2334096,1.1397772,1.0985337,0.573650293
"If school is more important, you should buy a different car for now and maybe one day you can get your dream car again.",2.3863301,2.3338253,2.2539198,2.1175902,1.7857867,1.3969828,1.4073932,1.4387136,1.4223491,1.343629,1.3102858,-0.454148098
"Mike should tell his girlfriend that he wants to save money, therefore buying a SUV a another dealer where it is cheaper is best for him.",2.7959664,2.6745777,2.489839,2.1746507,1.4902692,0.5053655,0.020565927,0.07837344,0.15154298,0.18489513,0.2251607,-0.757050871
"If Mike really is not willing to sell his sports car, he could make a deal with his girlfriend's uncle to pay a certain amount for the SUV each month until he is able to pay the full amount.",3.7198474,3.706589,3.6864114,3.6519847,3.414767,2.783649,2.021169,1.3275254,0.9308307,0.66425127,0.5213947,0.725101679
Mike could catch the bus to and from school,1.7973047,1.7899916,1.778862,1.7598746,1.6811092,1.8023304,2.3532796,2.5123222,2.504534,2.3776336,2.309812,-0.015974596
"Mike should either move to another apartment without such a steep hill, or simply fix the traction on his car to make it up the hill.",2.903023,2.9095733,2.9195423,2.9365504,2.8481412,2.6480556,2.498653,2.11408,1.8385543,1.595068,1.4611903,0.422198906
"Mike should try to talk to his girlfriend's uncle and bargain a more reasonable price, or th eprice closer to the other SUV he found",3.083181,2.9882226,2.8437092,2.5971494,2.0179055,1.0966815,0.50267434,0.3489915,0.2944078,0.24958812,0.24244463,-0.605599485
Mike may be able to find a different route to get to his garage.,2.1957574,2.1584294,2.1016207,2.004699,1.7573812,1.5371724,1.7242374,1.7951704,1.7801644,1.6846901,1.6394559,1.273884762
Mike should by the car from his girlfriends uncle because safety should always come first. what use is a car if it breaks down very fast.,2.4513812,2.386338,2.28735,2.118464,1.7231292,1.2293528,1.1560289,1.1964792,1.1984118,1.140844,1.1213098,-0.167425983
"I think Mike should go with the best deal as long as the vehicle is up to snuff. If the girlfriend's uncle's cars are in better shape it would probably be wiser in the long run to go with his, but if they are similar and the others are cheaper, he should xplain his situation to his girlfriend in hopes she'd be understanding of his monetary situation.",3.2451532,3.1862564,3.096622,2.943696,2.523494,1.7745291,1.1863151,0.8482327,0.66766566,0.53438586,0.47247446,0.031239866
"A solution for Mike I believe would be to sell his sports car to get some money and be at good start financially if any problems come down the road with the new car. With that being said, I would think buying a vehcile from the girlfriend's uncle will be est hoping that he will assure Mike with a vehcile. Going to the uncle is a positive since i'm guessing there is a little more trust there than some other random dealer and he would get a deal off of it. Like i said before, selling the sports car will giv Mike extra cash if any problems come down the road with the new vehcile.",3.8431613,3.8522365,3.8660471,3.889611,3.7493298,3.2163532,2.4419746,1.6237077,1.1441543,0.82096934,0.6432017,0.684259873
"Although Mike's girlfriend may be upset he bought an SUV from the other car dealer as opposed to going to her uncle's dealer, he will have saved money in the long-run. He will not have had to jeopardize his education for a new car.",3.3159783,3.260088,3.1750312,3.0299125,2.6190844,1.8631961,1.2368734,0.8574446,0.65432525,0.5091327,0.44018233,-0.406933637
"Mike could convince his girlfriend to go with an SUV that would be cheaper than buying from her uncle, that way he could both afford the SUV and the car that he loves.",3.2388089,3.1456387,3.0038443,2.7619257,2.1805537,1.2130492,0.51994723,0.29025516,0.19840539,0.13752064,0.121296786,-0.757050871
"Start looking for a job that pays well and is flexible with student hours (server, delivery driver, etc.). Schedule things around so that you can work as many hours as possible but still have ample time for studying. Setting aside specific study time is iportant. Start earning and saving money from the new job while also continuing your education. Then, sometime before winter snow hits, buy a vehicle from the uncle that will be dependable using the extra money you've saved from work. At this point, you ca cut back the hours if needed or just adjust to maintain your well-being. I think everyone wins with this plan. It requires some extra upfront work but the end result will be better than settling on something easier/simpler.",1.5818875,1.6579343,1.7736689,1.9711273,2.3000193,3.038507,4.0,4.0,3.8249493,3.5402405,3.3712533,1.273884762
Mike could use public transportation during the winter months.,2.070663,2.0840218,2.1043522,2.1390386,2.1391973,2.2921243,2.7248561,2.6964138,2.5784676,2.3865733,2.2795715,-0.015974596
"Keep your dream car, wait out the winter!",2.4137418,2.437131,2.472727,2.5334578,2.5576384,2.6477997,2.8814745,2.6667225,2.4510965,2.211009,2.0759203,-0.668994604
Explain to the girlfriend that quality is not as important as price due to education and income at this time.,1.2823015,1.2072109,1.0929322,0.8979566,0.5345534,0.4102101,1.0920539,1.693078,1.9663354,2.0223649,2.0665627,-0.605599485
Mike can start looking for another apartment closer to school and or an apartment that is not located on such a steep hill. If he moves he can keep the car that he loves and not put his education in danger by getting another job to pay for a new vehicle.,3.0508344,3.0672653,3.0922697,3.1349325,3.0830824,2.891779,2.6743207,2.192363,1.8605818,1.584672,1.4313287,0.485594025
